,text,target,label
760,okay i just have to let why all know the only reason biden is even running for president is because he thinks it will mask his while he was vp . he knows what barr and durham are up to as the drain the deep state swamp is still alive . help us get term limits,joe biden,1
761,polit i dope in case you missed it joe biden has been in the take for 40 years . the non responsive answer also wasnt an actual sentence .,joe biden,0
762,now biden house republican to introduce legislation calling for formal investigation into bidens,joe biden,0
763,liberal logic . these people know they cant beat you so theyre grasping in one last ditch effort to try and beat you . we will not stand for this ! where is hunter biden biden gate biden,joe biden,0
764,"hunter biden is being accused of smoking crack in archibald is strip club in wash d . see . last year . biden was a regular there , drank and spent thousands of dollars $ in late 2018 he was suspected of using drugs in the very important person room by the managing partner biden s",joe biden,0
765,"and we learned through these trials how democrats apparently seek to serve , not to serve the people , but themselves and seek to enrich themselves . biden",joe biden,0
766,joe biden see that obama endorsed mike bloomberg . just saw the commercial here in florida . your own friend wont do a commercial for you !,joe biden,1
767,"agree ! biden maybe acting like he has a mental performance issue . if all your hard work uncovering joe biden in ukraine and china does get him and hunter arrested & amp indicted , he might try and claim mental instability so as not to stand trail",joe biden,0
768,"yeah right ! but then you and bill flew to pedophile island multiple times , and epstein attended your daughters wedding as an invited guest . biden has dementia biden crack family biden",joe biden,0
769,this takes some nerve joe biden trying to shut down having to respond to court until after election what is in there that will hurt must be a lot of by the to be exposed,joe biden,0
770,"hunter biden resume joe son job title bagman slogan talk to dad , pay me",joe biden,0
771,how the obama white house engaged ukraine to give russia collusion narrative an early boost thehill spy gate joe biden,joe biden,1
772,"well deserved win ? ? ? a highly corrupt politician who brought his son up in his corrupt image , leveraged his vice presidency to profit himself , who cant remember where he is & lies constantly ? all biden deserves is to be held accountable !",joe biden,0
773,it was a necessity to change the news cycle and cover up the real biden,joe biden,1
774,"joe biden , we need to look into your financial records to find out where all your money came from .",joe biden,0
775,its a little hard to believe that burisma hired hunter biden to resolve their international disputes when he could not resolve his own dispute with hertz rental car over leaving cocaine and a crack pipe in the car . the greatness that is rep matt gae tz,joe biden,0
776,so running for president now shields you from investigations of possible corruption now ? the dem are the problem if they denial of normal t think that the bidens should be looked into . impeachment backfire,joe biden,0
777,joe biden you are the president of hypocrites ! you literally threatened to withhold billions from ukraine if they didn t fire the prosecutor who was investigating the company your son was on the board of ! hypocrite,joe biden,0
778,honestly egg is probably not the only thing mooch has had sprayed all over his face today . . . . . the whistle blower who didnt even hear the conversation . . . . . okay now i am amazed you lasted 10 days . . . . . . and joe biden just went centerstage ! ! ! ! thank you dem s,joe biden,0
779,"the ukrainians are smarter than our own democratic party ! shoot , my dogs are smarter than our own democratic party ! ! impeachment hoax no quid pro quo biden",joe biden,0
780,influence peddling noun north american the use of position or political influence on someone is behalf in exchange for money or favors . . joe biden may not have received direct payments but his son sure did . biden . team cav u to kat tim pf fox news fox business,joe biden,0
781,joe biden pay attention look at the date april 2019 joe biden is 2020 ukrainian nightmare a closed probe is revived,joe biden,0
782,"as the long day comes to a close cheers help trying to navigate the internet again today , succinctly as possible . pot us telling ukraine leader to coordinate with ag bill barr regarding biden is called good police work .",joe biden,0
783,"we will , to be fair that is the same argument progressives have heard for 50 years . go green blue maga joe biden",joe biden,1
784,progressives uh . thats racist . stop being racist . dem well then why don you become a republican ? ! ? ! dropout joe joe biden,joe biden,0
785,"if we reply supposed to be excited about his vp , then we should make that person pres now . i won t be voting biden . i will dem exit the day he is officially made the nom after voting them my entire 20 year voting history . there is still time to pick a winning candidate . biden isn t it .",joe biden,0
786,"good thing we reply all russian bots , can t vote , and twitter isn t real otherwise the dem might have a problem on their hands . biden",joe biden,0
787,the dem are going to push biden out and nominate hillary at the convention . kaine is just doing trash duty for the corrupt dnc .,joe biden,0
788,dem exit joe biden voting for democrats is not the way to get america back . they are not your friends . vote green,joe biden,0
789,"laughing my f**king a** off biden doesnt even support marijuana and you want him taking us past 2020 . comedic . big dem exit energy . fuck the them party , arguably worse than republicans because at least theyre consistent .",joe biden,0
790,"they reply not going to push him to the left , they reply going to get him out of there and put in another rightwing candidate that they try to sell to people . and that is hopefully the last breath of the vile liberal democratic party . stay strong biden",joe biden,0
791,"yes ! ! ! ! if dem would give us candidates that are true progressives whose platform & policies work for the people i would vote for them but . . . . not just any blue will do i refuse too vote for corporate dem & amp faux progressives such as biden , warren , another corrupt clinton . proud too b",joe biden,0
792,"diddy s right its a business at this point , what ever been taken for granted by the dem for decades and biden was dumb enough to admit it . we done with the do you all want insert any republican candidate ? ? ? ? then stop asking questions and vote narrative . bl exit",joe biden,1
793,don . vote . for . biden . dem exit biden vote green and get them to 5 . ignore the democrats .,joe biden,0
794,"so much excitement ay chuck ? i bet this is totally the response you expected , right ? stop grifting , fraud joe biden",joe biden,0
795,"who said i am not voting ? i have voted them in every election my entire 20 year voting history , but this year i will be voting green . biden in no way represents me . his lack of support for medicare for all is a dealbreaker . i will also dem exit when he is anointed at the convention .",joe biden,1
796,"laughing out loud the black pander party i mean they do realize democrats voted for most of the problems . joe biden passed the 94 crime bill , 100 1 provision , three strikes policy , militarizing the police , and more . you should dem exit and look at jo rgensen for potus there is a third choice",joe biden,0
797,"i denial of normal t vote for rapist segregationists with advanced dementia , nor will i enable the rampant party corruption that led to biden becoming the presumptive nominee with my vote .",joe biden,0
798,"if you believed ford and not reader your a hypocrite , it is pretty simple . going green like 2016 biden",joe biden,0
799,"this is the only major accomplishment i associate with barack obamas legacy . now , a dozen activists in the area have died under totally not questionable circumstances . thanks obama thats who faught to make sure jim crow joe was the nominee .",joe biden,0
800,"do it , i dare yeah . . . . call for a strike ! where is your very good buddy joe on this . dem exit 2020",joe biden,0
801,it really does t matter to me . they are all hacks . biden is a hack and so the configuration of the hack ticket is something for hacks to do hacks will be able to differentiate and pick the hack that best serves their interests .,joe biden,0
802,"if they are not letting nina turner any part of the task force , that basically is your answer . joe biden",joe biden,0
803,"biden / dnc bigotry is soft & subtle , & misinterpreted by most blacks stay in your place , take these few crumbs , don complain too much , while your schools jobs & neighborhoods fail , we will protect you from the real racists over there ! works everytime dem plantation",joe biden,0
804,"troll alert quit playing the victim . i listened to tara reader is interview from last night , and i believe her . her description of biden penetrating her and telling her she was worthless was chilling . your refusal to believe women is telling .",joe biden,0
805,the fact that democrats are falling in line behind this monster just shows how awful they all really are joe biden,joe biden,0
806,biden is a corrupt racist rapist dem and their media propagandists are burying the truth by attacking bidens victims .,joe biden,0
807,notice how the democratic party splits black people up among gender lines & amp panders exclusively to black women & amp erase black men . common divide & amp conquer tactic . no black agenda no vote biden,joe biden,0
808,obamagate is going to cost democrats the election . the obama / biden administration is abuse of power and weaponizing agencies for political gain is unacceptable .,joe biden,0
809,i just denial of normal t understand why biden hates people so much . he can never talk like an adult . why im voting for joe,joe biden,0
810,"joe biden serves the clinton machine bill clinton offered get out of jail free cards to a whole army of sleazeballs , from jeffrey epstein to harvey weinstein to the foreign donors to the clinton global initiative .",joe biden,0
811,"you are no progressive , jon . denial of normal t you dare tell me or anyone else what we may or may not call ourselves . joe biden",joe biden,0
812,the biden brothers are disgusting and so toxic . glad that reminded all thougb the primaries that they didn t need my vote . fk bidenbros,joe biden,0
813,want to see a good example of sampling bias in a corporate captured pbs ? biden,joe biden,0
814,tara reader should not be the reason that people denial of normal t vote for biden . is this allegation somehow the cause of why biden and other dem are not backing medicare for all green new deal etc ? exactly . that is why i am not voting for biden or another democrat again .,joe biden,0
815,"this is what you say when you denial of normal t care about issue and policies , and you want to leverage your control of a voting bloc into more power for yourself . i am not a piece on your gameboard to be used at your whim . i think for myself and will vote my conscience . joe biden",joe biden,0
816,i will absolutely not support joe biden . . . he does not believe in a single major policy i believe in . dem exit 2020 democratic debate,joe biden,0
817,what we need is a ban on private funding of candidates so we never get saddled with a nightmare like you ever again . joe biden,joe biden,0
818,"biden has made it clear he won t either so in the meantime , we will , i guess it will be the devil you know . green party",joe biden,0
819,"another dnc operative with a brand new account trolling people who hate joe biden and trying to discredit alleged sexual assault victims . first they rigged the primary , now theyre using weinstein smear tactics and disinformation against abuse victims !",joe biden,0
820,then i denial of normal t want to hear any crying when all the independents refuse to vote for biden . green party 2020,joe biden,0
821,these biden bros love to block as soon as you lay out logic based arguments of why we won t support biden in the general . clearly they aren t focused on unification . lose with joe,joe biden,0
822,"to be honest fuck the whole democratic party for backing joe biden , esp the ones with the gall to run on feminism . fuck them all for entirely ignoring tara readeeffectively saying either shes a liar or her experience doesnt matter . grow a fucking backbone . people over party .",joe biden,0
823,"joe biden says he needs our votes . give me a break , i have no empathy for it .",joe biden,0
824,"biden groped females in front of cameras , so its not a stretch to see how he was a sexual pervert ! his bat and balls should be cut off . dem exit reader i d absolutely testify under oath",joe biden,0
825,i am disgusted at the lengths corp media and people in positions of power will go to protect their freaking financial interests . they know joe biden wont change a thing . these are credible allegations and the dnc wants this creep as their standard bearer .,joe biden,0
826,if you actually gave a shit you would have fought for us . i am starting to think that you never really were willing to do what it would have taken . billionaires should be nervous any blue wont do eat the rich joe biden,joe biden,1
827,Instant Message not voting for another liar & rapist ! were over our quota ! this is our chance to make a real difference so Instant Message taking a stand & voting green party ! sorry david but another administration filled with billionaires that biden owes favors to is not getting my vote !,joe biden,0
828,"this is the right question but the answer will always be no unless biden changes his stance on policies , and also goes through the rape allegation hearings . without it , his vp will be compromising on major policies & values , no matter how progressive that person is .",joe biden,0
829,i am voting present . / dem exit 2020 dem exit tulsi can push biden wheelchair when he forgets how to walk . . done . . with the dnc and gop .,joe biden,0
830,"gutter politics like this is why dem exit is happening , joe s chia von i . if your AOL instant messanger is to send issue oriented progressives off to build third parties , keep doing what youre doing .",joe biden,0
831,why even bother to ask this question when bidens both liberal and foreign policies will end up in a epic failure thats going to make our problems worse ? democrats area disgrace,joe biden,0
832,the truth is that joe biden does t have dementia . he just decided to plagiarize a man who has it .,joe biden,0
833,that is what they identify as but the actual portion of the electorate by party was 27 repubs 28 dem & 46 independent last i checked . a few months ago i d expect with this round of dem exit the dem will lose at least another point or two . go green biden,joe biden,0
834,agreed . i already did my dem exit the party needs to be burnt to the ground so an actual opposition party can grow from it is ashes . reagan repubs took over the dnc once the clinton finished making it neolib after the tea baggers took over theirs . get green to 15 joe biden,joe biden,0
835,"ummm , it is not a racial issue ! with pot us you aren t judged by the color of your skin ! mlk march is needed again ? dem exit ! equal opportunity punch back kim acosta mika joenbc sleepy todd marbles in her mouth , dana rosie meghan comey sessions alexander stormy etc !",joe biden,0
836,uh too bad . . . . another bites the dust . . . . but then he endorses biden uh could be worse i suppose . . . good riddens dude,joe biden,0
837,seems seasoned and ready ? ? ? by the way . . . . no politician should be referred to as a career professional that is why joe biden hasnt done shit in 40 years . . . . because he is a career professional shitbag,joe biden,0
838,hey joe biden remember when you called him a racist over stopping travel from and to japan ? sorry i know you don with the dementia and stuff dementia joe,joe biden,0
839,mitt romney is vote to clear path for probe into hunter biden is burisma ties via ny post joe biden make may have a wakeup call yet . . . i smell trouble for joe biden !,joe biden,0
840,"you know . i kept looking at it & looking at it . and , i just knew there was something wrong with my tweet . i done hillary wrong . so , i best fix that right now hillary hillary clinton crooked hillary all better now . sorry about that . p . is . you think biden has his eye on her ?",joe biden,0
841,"so cheers the deal . joe biden has learned to read by teleprompter , just like obama . do not trust this mad man ! rt ! ! Instant Message so calling bullshit",joe biden,0
842,"hunter biden is father of woman is child , paternity test confirms . and typical of hunter , he denied responsibility & tried to get out of it . baby biden where shunter joe biden",joe biden,0
843,dementia joe could barely read his teleprompter ! no questions from the press ! biden is in hiding !,joe biden,0
844,like most career pols he just cant help himself but the mrs . should just tell him he won . joe biden wont know the difference !,joe biden,0
845,. . . and the dem have biden . think thats a good look ?,joe biden,1
846,biden does t even know where he is . laughing my a** off pot us hopes he is the candidate .,joe biden,0
847,biden just said if you believe i believe tar area de don vote for him ? who can vote for this man ? ? biden gate,joe biden,0
848,"sigh . . . if only joe biden joe biden would do something like go to italy , or china . . . . see first hand what hes talking about . maybe shake some hands , get a few group photos , hug some sick people . . .",joe biden,0
849,"what do you call sex without payment biden ? that is right , woman democrat denial of normal t mind if it is a rape , as long as it serves the agenda . . . sick",joe biden,0
850,"proves liberals are just a bunch of puppets , if you really cared you would have been just as concerned with h 1 and 1 , right now you have more of a chance of joe biden remembering his name than catching the coronavirus",joe biden,0
851,we will be back to kissing ass all over the world ! if joe biden becomes president,joe biden,0
852,obama gate . sleepy creepy joe joe biden the propaganda from your handlers managing your twitter account doesnt work here . nothing can stop what s coming,joe biden,0
853,oh my God ! what the f**k ? leave good ol uncle joe alone ! he cares about folks and really feels for you joe biden memes,joe biden,0
854,"signs of a double life , when you forget which audience youre trying to please . very telling joe biden",joe biden,0
855,can joe biden conduct the white house briefings with complete understanding of facts for more than 10 minutes ? doubt it like pot us for almost two hours .,joe biden,0
856,"if sleepy joe does t fall asleep first , uncle joe turned antifa , solving discourse with violence biden joe biden craig r sawyer joe biden",joe biden,0
857,good ! howard stern is a vile human . maybe old biden will go on and talk about his sexual exploits if he can remember them ! hes apparently forgotten one biggie ! !,joe biden,0
858,"right . they cower when you tell them to volunteer and phone bank for biden watch then bawl , scream and shriek when biden loses a fourth time . theyll blame us somehow too .",joe biden,0
859,biden trying to remember where he is and exactly what he is doing there . . .,joe biden,0
860,"oh , you know him . that is just ol joe doing what he does . just let him touch yeah for a bit and then he will go away like a creepy old guy you denial of normal t know at a family reunion .",joe biden,0
861,"he is doing a pretty good job , all things considered . you , on the other hand , are busy having your fruit cup in the florida room while watching the price is right . biden",joe biden,0
862,joe biden liked stripping & amp swimming nude in front of female agents ! ! sexual misconduct allegations against joe biden extend to female secret service agents ! dt s,joe biden,0
863,rich zeo li isn t never never happened different from never ever happen ? hmmmm . . . if he knew what he was saying one could wonder . zeo li army biden,joe biden,0
864,"but see they denial of normal t have emails , benghazi , murder / suicides clinton , gate , or uranium . they need some talking points . they need stories they can circulate over and over again . they have tar area de , joe biden , and but they want more ! ! !",joe biden,0
865,they want there right hand back who now is better than ever for them he now will sleep through the for years while they all go back to robbing there way to marthas vineyard with there old boss and the best for them is joe wont remember what happened while they are doing it,joe biden,0
866,america is an idea ? biden has no idea what america is about begins his campaign with talk about the declaration of independence & amp racism his actions in the clarence thomas hearing show his blatant hypocrisy on both natural rights & amp race,joe biden,0
867,i was arrested at outback steak a us last night ! they told me there was a twenty minute wait ! joe biden,joe biden,0
868,"oh shit , it is on ! ! ! saint obama gave joe biden the nod ! ? plus the pre super tuesday voluntary bloodbath involving buttigieg & amp klobuchar ! the rnc allowed the outsider to succeed . the dnc is preparing to abort its own outsider .",joe biden,0
869,hunter biden is baby mama lunden roberts was stripper at club he frequented via page six,joe biden,0
870,Instant Message john ben and Instant Message running for county commissioner of the united arab emirates blah blah thanks chuck . what the f**k ! ! ! biden are you trolling us now you corpse of a man . was getting that money to pay for joe treatment ! ! !,joe biden,0
871,"if past experience is an indication , they should print it on the inside of his eyelids . . wake up , joe biden",joe biden,0
872,he can not remember what he is running for or what state he is in on a good night or who his wife is ? you guys want him to remember promises he made dem s are done biden,joe biden,0
873,"dem saying that judge kavanaughs case was different because he was about to get a high profile job , well how about joe biden applying for the presidency of the united states of america ? aint that high enough to be investigated ? double standards tar area de must be heard corruption",joe biden,0
874,absolutely priceless interview with sleepy joe on cnn . they don know what to think ! joe biden sleepy joe biden,joe biden,0
875,joe biden sounds like his dentures are loose . his speech is halting and words are slurred,joe biden,0
876,"talk about patronizing . did you also think obama was articulate , like joe biden ?",joe biden,0
877,"see mon biden communication brain , you got to know that according to the tf guidelines , we only quarantine when covid 19 ! wait i get it , to keep in the basement you have told him that everyone is in quarantine . smart ! very smart !",joe biden,0
878,so shes saying that biden is basically on track to lose then by a significant margin . good .,joe biden,0
879,with both a myk lob u char and pete but tig i eg dropping out to show their support joe biden shows how easily these two candidates can be bought by the elite in washington the swamp . and a myk lob u char pizza is not a vegetable !,joe biden,0
880,"sadly , evidently most democratic voters denial of normal t care about that stuff . they fall for the puppet . iowa and nice hand voters were smart enough to see through his bullshit . puppet joe biden",joe biden,0
881,"you know the thing the apple doesnt fall far from the tree . think about the things that hunter biden has done with women and how hes treated them . his daddy sniffs hair , creepy with kids , and allegedly raped a young intern . the apple and the tree . where is hunter",joe biden,0
882,"since biden is seeking to hold the highest office in the land , i am sure there will now be live televised hearings , right ?",joe biden,0
883,"biden wins ohio ! democracy 2020 digest ohio to order polls closed over coronavirus emergency , governor says",joe biden,0
884,"ole joe biden doesnt know where he is most of the time , how could he possibly keep up with something like say current us law ? ? youd think youd know this if you wanted to be president",joe biden,0
885,biden have you already gotten your questions from the fake news media morning joe let us guess all your answers will be shebis a liar,joe biden,0
886,"biden go back to sleep , joe . potus is way ahead of you . florida , joe . move to florida , god is waiting room . . joe biden never had it , sorry",joe biden,0
887,sleepy joe said it ! he does t remember what happened and the women of the them party speaker pelosi gov whit mer prefer to believe him and throw under the bus tara reader .,joe biden,0
888,Come on man ! i get my news from biden . he usually forgets it though after a couple of words .,joe biden,0
889,"biden is a creep . he is always been handsy with the ladies . extremely inappropriate conduct , during public televised events ! he can t even keep his thoughts straight while answering a single question . his incoherent mumblings are clear signs of senility .",joe biden,0
890,nothing is free . just say exactly who will pay for it dummy ! wuhan virus joe biden,joe biden,0
891,soy boy . i gave you a chance to prove your points . you didnt . i showed you fact after fact . you snowflaked find your candidate because it wont be biden i told you that you bored me and you surrendered to your russian talking point defeated california district 25,joe biden,0
892,millions of americans dead from covid 19 ? 85 ok jobs lost ? what ? joe biden commits gaffe after gaffe in confusing broadcast rt usa news stop the madness step down,joe biden,0
893,"i am thinking biden is purposely distancing himself from hussein because of the forthcoming declas . unfortunately for creepy joe biden , even if not involved in spy gate he won t escape its shadow . he is in the campaign to keep the fringe candidates from getting money and votes",joe biden,0
894,"barack oblunder knew details of wiretapped flynn phone calls , surprising top doj official in meeting with biden , declassified docs show . obama fox news",joe biden,0
895,"joe , being a lifelong politician i don think you have the first clue what leadership actually is . leaders don use awful pandemics to promote themselves . leaders try and bring people together , not divide and concur . to borrow your best phrase you don know shit .",joe biden,0
896,biden has been in office the longest and he cant even cheat as good as the others .,joe biden,0
897,biden team following the atlanta falcons too and half game plan from sb 51 . instead of running the ball and punting they just keep throwing .,joe biden,0
898,magic fairy dust to move trains down the tracks . does biden still have a stake in scam tracks future ?,joe biden,0
899,so biden wants to take my ar 14 dang it really enjoyed those until they sank in my boat along with all my are 15 is .,joe biden,0
900,where is barack obama joe biden biden was caught in a heated exchange about guns at a michigan plant,joe biden,0
901,as a nurse who worked on a dementia unit he looks as though hes in the early stages of alzheimers . biden,joe biden,0
902,"rich zeo li have you ever heard more bullshit / nonsensicalness come out of ones mouth then when joe biden speaks ? painful & amp exasperating at the same time . and this drops last fri , way to ask him about it on fox news sunday chuck ! and nice congratulations tweet lindsey graham sc !",joe biden,0
903,"to fulfill her lifetime ambition , hillary needs to eliminate joe biden without appearing to be complicit . the swamp is deep and the players have their knives out at all times .",joe biden,0
904,maybe biden will get sidelined for health reasons . then they can shoehorn in andrew cuomo .,joe biden,0
905,sorry i am going to watch tucker carlson as he points to facts not fear . . . . . obama gate joe biden,joe biden,0
906,"3 . previously , mr . erikson served in the white house as special advisor to vice president joe biden , where he focused on western hemisphere affairs . . . ukraine gate russia gate biden bur isma joe biden q an on worldwide patriots awakened q anons",joe biden,1
907,we have to take care of the cure that will make the problem worse no matter what cure keeping the country and economy in shut down problem destroying america that is their goal hes telling the truth . joe biden slips and tells the truth .,joe biden,0
908,they gave him too much aderrall and now he has to sleep biden,joe biden,0
909,democrat media running full protection racket for joe biden biden three female potential biden vps appeared on sunday shows . they were not asked about tara reader,joe biden,0
910,"i have to say , this is the first time i have agreed with joe biden",joe biden,1
911,you forgot economic prosperity . . . is it okay to discriminate against the poor ? or the rich ? joe biden,joe biden,0
912,"the day before super tuesday when huge numbers of voters in several states were set to cast their ballots in the democrats primary , candidates mysteriously wind up at joe biden bidens rally and endorse him instead . funny that democrats area disgrace",joe biden,0
913,. donna brazil e lecturing gop chairwoman about election interference and democrat integrity is like cheech & amp chong accusing joel osteen of being a pothead . she probably slipped joe biden some debate questions after her pathetic tirade too . super tuesday 2020,joe biden,0
914,"add high taxation , entitlements for all illegals , gov t controlled healthcare , resumption of burdensome regulations , abolishing ice , gun confiscation & that is the tip of the iceberg . vp will run gov t & eventually become . pot us when biden is deemed mentally incompetent .",joe biden,0
915,crooked hillary and biden are quite the pair . he has no idea where he is . and shes trying to weasel in on his spot .,joe biden,0
916,you know when sleepy joe biden is live stream can t compete with our yr nf live that november is going to be good for us . lead right,joe biden,0
917,the actual reason was the leftists want climate change crap and no chance of voter id . the left is worried about joe biden so the need to have it easier for the dead to pick up absentee ballots . they just fooled the envious .,joe biden,0
918,there is a part of me that can t help but wonder if the deep state will coerce biden into offering her the vp seat while it secretly makes plans with her to have joe suicided so that she can run the country in his place ?,joe biden,0
919,this is the 1 Stop That reasonable thing that has come out of the mouth of not voting biden biden,joe biden,0
920,chris hayes feeling like a black man now for speaking truth to power about joe biden fingerfluqin his assistant ! deal with it fire chris hayes,joe biden,0
921,now tell us how many got the flu and died ! ? ! don just stop because lockdown has stopped you from looking like a moron on national television ! by the way can t wait to see the shit show in the morning after more lies ! joe biden,joe biden,0
922,i hope joe biden gets the nod from the dnc . the debates will be epic,joe biden,0
923,"pathetic clown biden reverses course , admits he didnt get arrested in south africa fox news",joe biden,0
924,"all partisanship aside , this joe biden roundtable with michelle kwan and ryan fec teau was lowwww energyyyy . me politics",joe biden,0
925,"lord , joe can barely walk , let alone run this country . i know his handlers probably thought that speech was a good idea . but joe biden is nowhere near being president of the united states , so he should just shut the f**k up and let the adults in the current administration do their job .",joe biden,0
926,Instant Message sure you would like to touch and smell the hair of all the women on the team . if i had a daughter i would never let her near you and would want you fighting for her . slee zy joe sloppy joe biden,joe biden,0
927,but be warned . biden is obamas puppet and obama will be running the oval not biden and don be shocked if he picks killary for vp then biden gets suicided,joe biden,0
928,are you ready for the dementia games 2020 ? dementia don in one corner and joe biden in the other .,joe biden,0
929,are there sufficient medications in the word to get joe biden through a daily briefing ? maybe if it is filmed in advance and they edit the few seconds of clarity into something usable,joe biden,0
930,listen to joe make a speech in 2008 . now go listen to biden make a speech in 2020 . its pretty clear that he is not the same man he used to be . joe biden has dementia joe biden is a rapist joe biden is a liar,joe biden,0
931,"you have no administration . you touch kids inappropriately . you have a weird leg hair thing . you reply not , nor ever will be , president . carry on . corn pop biden",joe biden,0
932,who typed that for you ? theres no way you put that many sentences together on your own biden,joe biden,0
933,"didn t joe biden indicate he would announce his pick for vp on friday ? we denial of normal t have long to wait to see who will be president if biden gets elected 25 thamendment will be exercised shortly after inauguration , in my opinion .",joe biden,1
934,that tweet from ian sam s cracks me up . . . mumbling joe biden is going to speak on the coronavirus . . . . . . hopefully he does t go longer than 3 minutes !,joe biden,0
935,i am tired of seeing joe biden getting a pass on the disgusting treatment of any female that gets within arms length of him . he doesnt give a shit about the mics or cameras . shame on the media for turning a blind eye for years to this behavior .,joe biden,0
936,well joe biden who has can't remember s**t can t remember shit and the onset of dementia is no winner so who is left ?,joe biden,0
937,where are the crowds ? i see a nice group but no crowd . biden,joe biden,0
938,"biden says i knew nothing about moves to investigate flynn , then two minutes later admits he was briefed on it obama gate",joe biden,0
939,"so you think coming out and to saying i am going to raise your taxes and take away your jobs is a winning strategy , Come on man , i hope no one brings up your crooked deal with china hunter biden . sorry joe , you reply not just biden your crooked too",joe biden,0
940,if joe biden was campaigning in 1918 that would put him close to almost 200 years old . no wonder he is sleepy .,joe biden,0
941,ha joe biden way to woo the younger vote ! the younger generation now tells me how tough things are give me a break ! i have no empathy for it . joe biden clueless joe smdh when yeah going to leave your basement ?,joe biden,0
942,if we give you biden the to the whitehouse which we wont youll never set foot in it because your vp will make sure of it,joe biden,0
943,"it is not joe biden out there , i encourage you to watch my videos i repeatedly said that biden is a double . hey , i am not making the rules .",joe biden,0
944,"you sound upset ! maybe add more fiber to your diet ! by the way , your guy joe biden likes kids and you okay with that ? hmm ?",joe biden,0
945,are these actors ? diagnosed by her symptoms because she cant get a test in New York City and wondering what to do once she runs out of money . biden comes back with answer about tests should be freewhich they are ! cnn & amp joe biden must really think the american people are stupid !,joe biden,0
946,"biden probably doesnt even know there is a pandemic . his family should be ashamed ! its obvious he has signs of dementia , and yet theyre using him like a political puppet . shame !",joe biden,0
947,educating democrats & liberals . if you reply planning to vote for joe biden make sure you know and support his vp to become potus . friday motivation,joe biden,0
948,"joe biden we will pay you farmers to stop farming in the amazon . that is our tax dollars again , needlessly wasted .",joe biden,0
949,if joe biden pick a woman vp and that woman is of color and they lose watch out . the racist and sexist card will be thrown everywhere .,joe biden,0
950,joe biden made to look bad by china your just clueless . take a nap now were all better off,joe biden,0
951,"which is worse or both ? biden that is full of gaffes & amp does t know where he is or gov cuomo that advocates for infanticide & amp lies about stockpiling medical supplies , etc .",joe biden,0
952,weekend at bidens . that would be funny if it wasnt so sad and true if by some flute biden became prez .,joe biden,0
953,"this guy joe biden claiming he never fought on the senate floor to cut social security , medicare and medicaid . lying joe dem debate",joe biden,0
954,they cant do anything right . like the polls didnt even close and they had joe biden projected .,joe biden,0
955,speaker pelosi states she doesnt need to be lectured regarding the kavanaugh allegations and biden allegations . joe biden proves daily he cannot keep his hands off of women and children . he is disgusting ! you are supporting a pe do !,joe biden,0
956,only recently did joe biden have high speed internet installed . then came his disastrous town hall event . i am guessing it was tough convincing that broadcasting didn t involve a rod and reel .,joe biden,0
957,i vote that biden continues to make these stump speeches all day long . after tomorrow he will be hidden when he loses everywhere except maybe not cool .,joe biden,0
958,"dans ca vino i know you have to be nice and call him joe biden because of your fancy job and what not , but hes and if thats their front runner , theyre more screwed then i initially thought .",joe biden,0
959,laughing my a** off ill give biden one thing . hes hilarious . hahahahahaha for jokes in one tweet ! hahahahaha,joe biden,0
960,"yep . we all age differently and joe biden is aging poorly . if it is obvious to any of us , then family knows and should not put him through all this campaign stuff . bulls bears fb n fox news",joe biden,0
961,so the plagiarism joe biden liar does t want to run on his record ? he has no record . . . he is stolen everything he is said from some other idiot . . . now he can t remember what lies he has spoken . . .,joe biden,0
962,"and you think younger turn out is bad now ? laughing out loud . people are going to sleep in on election day because of joe biden the same thing happened in 2016 , and 2004 . dean was progressive but these moderates got shook by a yell . a damn yell ! kerry at least didn t suffer from dementia .",joe biden,0
963,"remember how biden deep fake was trending last week ? something looks off with his mouth . something is always off about him , but more so in this video",joe biden,0
964,"denial of normal t forget about youtube . i saw your campaign ad about joe biden and china , so i tried to find it and send it to her but i could not find it anywhere ! ! ! i definitely could t find it on goggle either .",joe biden,0
965,how come it is legal for a clone to run for presidency ? biden,joe biden,0
966,"mitt chose money , lots and lots of money over his principles . he is in this just as deep as joe biden",joe biden,0
967,"anyone wonder why , with / interest rates so low , credit card rates are over 20 ask biden",joe biden,0
968,howard stern howard stern is a joke . the old stern would obliviate joe biden he would destroy the senile fool . liberal hack,joe biden,0
969,how much better wed all feel if bush were president today ? are you f keep it going kidding me ? are you getting the early onset dementia like dementia joe joe biden ? looks like bush was successful hiding all those caskets from you .,joe biden,0
970,remind joe biden his son didn t die while in war but at home surrounded by his family . .,joe biden,0
971,"lindsey graham sc have you not seen all of the video evidence of joe biden groping , smelling , kissing women & amp children ? ? ? seriously ?",joe biden,0
972,come y endorses joe biden and his campaign says no thanks . why would biden do that ? joe knows comey is going to jail soon .,joe biden,0
973,"according to biden kids denial of normal t use the internet . what the heck is senile joe thinking ? oh yeah , record players or phonographs popcorn in the pool . robby starbuck what were you thinking videoing this idiot ?",joe biden,0
974,"if you like la traffic you reply probably voting for biden i know that is the dons nickname , and maybe i am proliferating his un presidential behavior but that nickname just makes me laugh and of course i am voting for joe biden if he wins , i am not stupid . e warren",joe biden,1
